topik	text
1	Bufourd Blount vezérőrnagy , hadosztályparancsnok a kuvaiti-iraki határ teljes hosszában megnyitott zárótüzet az Irak elleni szárazföldi műveletek első fázisának nevezte .
7	Tálas sokkal valószínűbbnek tartja , hogy az Egyesült Államok újra megpróbálja meggyőzni törökországot a hozzájárulás fontosságáról .
1	Az amerikai erők hétfőn délelőtt légitámadást intéztek a Kirkukot Csamcsamáltól elválasztó hadászati jelentőségű övezetben húzódó iraki állások ellen .
1	James Cassella ornagy az amerikai központi parancsnokságra hivatkozva elmondta , hogy az egyik cirkálórakéta vasárnap - közép-európai idő szerint délután fél ötkor - csapódott be és robbant fel Özveren falutól egy kilométerre , a szíriai-török határtól mintegy száz kilométerre .
7	A Tomahawk típusú cirkálórakéták lakatlan területre hullottak , senki nem sebesült meg - közölte a Pentagon egyik szóvivője .
7	Az orosz hadászati rakétacsapatok hétfőn kezdődött parancsnoki-törzsvezetési hadgyakorlata semmiképpen sem kapcsolódik az iraki harci cselekményekhez : a korábban tervezett gyakorlatról az orosz fél még a katonai konfliktus kezdete előtt értesítette az Egyesült Államokat és más érintett országokat .
7	Sor kerül egy Topol interkontinentális ballisztikus rakéta kísérleti célú felbocsátására is .
1	""" Az amerikaiak azt tervezik , hogy a Bagdadért folyó harcban vetik be ezeket az emberi méltóságot sértő fegyvereket , ahol erős ellenállásra és nagy veszteségekre kell számítaniuk ."
1	Az amerikaiak Paul Ingrim szakértő értesülései szerint olyan típusú könnygázt is szállítottak a hadszíntérre , amelyet szintén nem szabadna háborúban bevetni .
7	Bloghálózat egy kézben Az egykori nagymenő újságíró olyan újszerű üzleti modellt vázolt az Index riporterének , amelyben féltucatnyi szakosodott kereskedelmi weblog ontja az érdekes linkeket és kommentárokat .
5	Összehasonlítva a jó elhelyezkedésű budapesti lakások négyzetméterárát ( 1000-1200 euró ) az EU-árakkal , az arányok nagyságrendileg megfelelnek a nominális GDP-ben meglévő több mint háromszoros különbségnek .
7	Magyarországon tehát a lakásárak összhangban vannak a jövedelemmel az európai arányoknak megfelelően - hangsúlyozza Kiss Gergely , az MNB elemzője .
1	"A lap szerint a közelebbről nem azonosított tábornok - akinek foglyul ejtéséről már a háború első napjaiban elterjedtek máig megerősítetlen értesülések - már fogságba esése előtt összecsapott a bászrai Baasz-miliciákkal , miután nem volt hajlandó teljesíteni az általa "" öngyilkosságnak "" minősített parancsot , hogy T-55-ös harckocsijaival vonuljon a britek Challenger 2-es tankjai ellen ."
3	Az ENSZ fegyverzetellenőrei 1998-ban már vizsgálódtak az országban , amikor bizonyos berendezéseket kettős hasznosításúnak - polgári célokra és tömegpusztító fegyverek gyártására egyaránt alkalmasnak - minősítettek .
1	Valódi verseny nélkül nyert százmillió forintos megbízást a Miniszterelnöki Hivataltól a Bereczky , Paller és Társai Fordító és Szolgáltató Bt. - értesült a Népszabadság .
7	A MeH szerint jogszerű volt az eljárás    A nemzeti fejlesztési terv fordítására a Miniszterelnöki Hivatal jogszerű közbeszerzési eljárás keretében kötött szerződést a Bereczky , Paller és Társai Fordító és Szolgáltató Bt.
1	Valódi verseny nélkül nyert százmillió forintos megbízást a Miniszterelnöki Hivataltól a Bereczky , Paller és Társai Fordító és Szolgáltató Bt. - értesült a Népszabadság .
2	A sajtó azt is tudni véli , hogy Tony Blair kemény nyomást gyakorol pénzügyminiszterére : nyisson utat a népszavazás megtartása felé .
7	A költségvetéssel kapcsolatos , hagyományos nyilatkozata során Gordon Brown hangsúlyozta : Nagy Britannia és az USA gazdasági helyzete sokkal jobb az Európai Unió tagországainak helyzeténél .
7	Az Unió már vagy tíz évvel ezelőtt meghozta a stratégiai döntést a bővítésről , és ha valaki meggondolta volna magát , ezer alkalma lett volna botot dugnia a küllők közé .
8	Leírja az Unió alapelveit , céljait , azokat a területeket , amelyekben kompetens , felsorolja intézményeit és megállapítja az európai állampolgárok jogait .
6	Az Európai Bizottság március elején kelt jelentése szerint hiányosságok vannak még elsősorban a pénzügyi ellenőrzés területén , illetve az előcsatlakozási alapok ( főleg a vidékfejlesztésre való SAPARD program ) intézményeinek előkészítésében .
8	Leírja az Unió alapelveit , céljait , azokat a területeket , amelyekben kompetens , felsorolja intézményeit és megállapítja az európai állampolgárok jogait .
6	Az Európai Bizottság március elején kelt jelentése szerint hiányosságok vannak még elsősorban a pénzügyi ellenőrzés területén , illetve az előcsatlakozási alapok ( főleg a vidékfejlesztésre való SAPARD program ) intézményeinek előkészítésében .
7	Az EU új alkotmánya Legalább egy nagyon fontos terület van , amiben már most gyakorlatilag teljes joggal és viszonylag aktívan részt veszünk .
7	Legalábbis elvileg nem : az EU általában megtalálja a módját annak , hogy egy-egy kétkedő tagállam torkán nagy ügyesen lenyomjon valamit , ami ennyire fontos és ilyen sokáig izzadtak vele .
7	Ami a tagjelölt országokban tartandó népszavazásokat illeti ( még heten vannak hátra ) : elvileg nem baj , ha valaki , mondjuk Észtország , nemet mond .
7	Az Unió már vagy tíz évvel ezelőtt meghozta a stratégiai döntést a bővítésről , és ha valaki meggondolta volna magát , ezer alkalma lett volna botot dugnia a küllők közé .
2	Most azonban még az a hivatalos vonal Brüsszelben és a fővárosokban , hogy ne is beszéljünk arról , hogy mi lesz , ha valamelyik tagállam törvényhozása nemet mond .
7	Webb abban bízik , hogy akciója hatására az Easyjet változtat korábbi gyakorlatán .
7	A jelek szerint Litvánia a május 10-11-i népszavazást követően azonnal megkezdi az euróövezethez való csatlakozás előkészületeit , beleértve a tárgyalásokat a litván euró bevezetésének időpontjáráról .
7	"Az Európai Unió tagországai csupán akkor csatlakozhatnak az euróövezethez , ha tartósan teljesítik a feltételként megszabott gazdasági kritériumokat , a közös európai pénz bevezetése mindazonáltal nem "" határidős feladat "" ."
7	A jelek szerint Litvánia a május 10-11-i népszavazást követően azonnal megkezdi az euróövezethez való csatlakozás előkészületeit , beleértve a tárgyalásokat a litván euró bevezetésének időpontjáráról .
7	Azt viszont bejelentette , hogy 2003 első negyedévében a Vodafone az új ügyfelek megszerzésében piacvezetővé vált : január-márciusban havonta átlagosan 38 ezer új ügyfelet szerzett a társaság .
7	A Vodafone Magyarországon mintegy ezer embert foglalkoztat , lefedettsége elérte a 97 százalékot .
7	A Vodafone az elmúlt három és fél évben 700 millió eurót , vagyis mintegy 170 milliárd forintot fektetett be Magyarországon , és ügyfelei száma elérte az egymilliót - jelentette be Vitai Attila vezérigazgató csütörtöki sajtótájékoztatóján .
7	A Vodafone Magyarországon mintegy ezer embert foglalkoztat , lefedettsége elérte a 97 százalékot .
7	Azt viszont bejelentette , hogy 2003 első negyedévében a Vodafone az új ügyfelek megszerzésében piacvezetővé vált : január-márciusban havonta átlagosan 38 ezer új ügyfelet szerzett a társaság .
7	A kongresszus 459 igen szavazattal két tartózkodás mellett elfogadta a szövetség módosított alapszabályát , szombaton Budapesten .
7	Majális hangulat a Gesztenyés Kertben Kirakodóvásár , kihangosítók , kivetítők jelezték a Fidesz kongresszusának helyet adó kongresszusi központ körüli Gesztenyés Kertben a párt nyitását a társadalom felé .
7	A szervezet neve ezentúl Fidesz - Magyar Polgári Szövetség , amelyben nyolc tagozat jön létre , így kulturális , nyugdíjas - , nő - , gazda - , munkás és alkalmazotti , falusi , önkormányzati és zöldtagozat .
6	Dávid Ibolya felszólalását szerény taps kísérte .
7	A szervezet neve ezentúl Fidesz - Magyar Polgári Szövetség , amelyben nyolc tagozat jön létre , így kulturális , nyugdíjas - , nő - , gazda - , munkás és alkalmazotti , falusi , önkormányzati és zöldtagozat .
5	Schmitt Pál politikai ideológiáját kifejtve azt mondta , hogy azokban az útkereszteződésekben , ahol egyenrangú utak találkoznak és nincs tábla , ott az egész világon jobbkézszabály van .
5	Ezzel nem élni bűn - hangsúlyozta Pokorni Zoltán .
7	Ez a lehetőség most a Fidesznek megadatott .
7	"A Fidesz átalakulásáról kijelentette : "" Ez nem pártszövetség , hanem nemzetszövetség lesz "" - jelentette az Index helyszíni tudósítója ."
7	"Tőkés László - akinek felszólalását hosszan tartó vastaps követte - kijelentette : "" A státustörvényt alanyi jogon , és nem Verheugen úr kegyéből kérjük . """
1	A héten két súlyos öngyilkos merénylet történt az észak-kaukázusi köztársaságban : Znamenszkoje körzeti központ kormányzati épületkomplexumának felrobbantása és Ahmad Kadirov , a Moszkva-barát csecsen adminisztráció vezetője ellen egy vallási ünnepen megkísérelt bombamerénylet következtében 60 ember vesztett életét , a sebesültek száma megközelíti az ötszázat .
2	Csáky Pál a film készítőinek nyilatkozva pozsonyi irodájában cáfolta a romák megkülönböztetésének tényét , mondván : Szlovákia demokratikus ország , ahol mindenkit egyenlő jogok illetnek meg .
2	Csáky Pál a film készítőinek nyilatkozva pozsonyi irodájában cáfolta a romák megkülönböztetésének tényét , mondván : Szlovákia demokratikus ország , ahol mindenkit egyenlő jogok illetnek meg .
7	"Nincs centralizációs szándéka , csak az a fontos , hogy a kényes kérdésekről tájékoztassák "" - vázolta a kormányfő szándékait Draskovics ."
7	A bizalmat jelzi , hogy sokak meglepetésére rögtön a tavalyi országgyűlési választásokat követően Draskovics léphetett a kampány során a Medgyessy-stábot vezető Dobrev Klára ( a napokban ifjúsági és sportminiszterré kinevezett Gyurcsány Ferenc felesége ) helyére .
2	"Kiss Elemér viszont úgy látja , hogy "" a szakmát és a politikát nem lehet tisztán szétválasztani "" ."
2	A pártonkívüli kormányfő ugyanis először kerülte meg leplezetlenül az őt delegáló MSZP vezetését , márpedig ezt csak nagyon biztos hátország tudatában tehette meg .
7	"Nincs centralizációs szándéka , csak az a fontos , hogy a kényes kérdésekről tájékoztassák "" - vázolta a kormányfő szándékait Draskovics ."
7	A bizalmat jelzi , hogy sokak meglepetésére rögtön a tavalyi országgyűlési választásokat követően Draskovics léphetett a kampány során a Medgyessy-stábot vezető Dobrev Klára ( a napokban ifjúsági és sportminiszterré kinevezett Gyurcsány Ferenc felesége ) helyére .
2	""" Nem tartozik a sima modorú emberek közé , és hajlandó az általa vélt igazságot kemény formában is kifejezésre juttatni "" - jellemezte Draskovicsot lapunknak volt főnöke , a résztulajdonában álló ügyvédi iroda állami megbízásai miatt néhány hónapja a MEH éléről távozni kényszerült Kiss Elemér ."
2	"Kiss Elemér viszont úgy látja , hogy "" a szakmát és a politikát nem lehet tisztán szétválasztani "" ."
2	"Protokolláris feladatai ellátása során a miniszterelnök - kis túlzással - mindent készen kap : az összeállított háttéranyagok alapján tárgyal , elmondja a megírt beszédeket , vagyis az éles helyzetekben szinte teljesen a kabinet előkészítő munkájára hagyatkozik ( e kiszolgáltatottságot fokozza lapunk több forrásból megerősített információja , miszerint Medgyessynek "" nem jut ideje személyesen használni hivatali számítógépét "" ) ."
2	A pártonkívüli kormányfő ugyanis először kerülte meg leplezetlenül az őt delegáló MSZP vezetését , márpedig ezt csak nagyon biztos hátország tudatában tehette meg .
6	"A kabinetben viszont , ahová így túl sok ügy jut fel , könnyű tévedni : "" Csoda , hogy még nem történt komolyabb hiba "" - véli Braun Róbert ."
2	"A Terror Házához hasonló politikai gesztusok Draskovics szerint viszont mind Medgyessy Péter személyéhez kötődnek : "" Az ötlet is tőle származik , mi viszont azon törjük állandóan a fejünket , hogy e stílus , irányvétel , döntések mentén a célokat hogyan lehet jól elérni . """
7	Ez a bizonytalanság tovább erősíti a Draskovics Tibort a MEH-ben övező tekintélyt , amihez azonban bizonyosan hozzájárulnak legendásan jó képességei is .
7	Az SZDSZ a kétkulcsos adóreformot sürgeti Kuncze Gábor jelezte : az SZDSZ elképzeléseinek java bekerült a kormányprogramba , s a hangsúlyos elemek végrehajtása megkezdődött .
7	A kormánypárti politikus utalt arra , hogy a Magyar Állandó Értekezlet szombati ülésén három parlamenti párt , illetve a határon túli magyarságot képviselő szervezetek 98 százaléka aláírta a kedvezménytörvény módosítását , amelyet a kormány jó szívvel és nyugodt lelkiismerettel terjeszt majd a parlament elé .
2	Kovács László szerint a Fidesz - azzal , hogy nem csatlakozott az aláírókhoz - a pártérdekeket a nemzeti érdekek fölé helyezte .
5	Kuncze Gábor közölte : az általuk javasolt kétkulcsos adóreform végrehajtását tekintik a legfőbb prioritásnak .
6	A Fidesz másképp látja Pokorni Zoltán az értékelést követően kijelentette , a Fidesz úgy látja , az elmúlt egy évben nem teljesültek a Medgyessy-kormány választási ígéretei , az európai uniós csatlakozásra való felzárkózás szempontjából pedig elszalasztottnak nevezte a kabinet egyéves tevékenységét .
7	Kovács László a kormány előtt álló fő feladatok közé sorolta a nagy rendszerek - például a közigazgatás , az egészségügy - átalakítását , a reformok elkezdését , illetve az európai uniós csatlakozásra való felkészülést .
7	Az SZDSZ a kétkulcsos adóreformot sürgeti Kuncze Gábor jelezte : az SZDSZ elképzeléseinek java bekerült a kormányprogramba , s a hangsúlyos elemek végrehajtása megkezdődött .
6	Az a magas ár , amit az ír fogyasztók elsősorban a cigarettáért , az alkoholért és a lakás fenntartásáért fizetnek , jelentősen drágítja a szigetországi életet , rontva egyben Írország versenyképességét .
6	Az a magas ár , amit az ír fogyasztók elsősorban a cigarettáért , az alkoholért és a lakás fenntartásáért fizetnek , jelentősen drágítja a szigetországi életet , rontva egyben Írország versenyképességét .
2	Mi ebben nagyon rosszul jártunk , az MSZP pedig jól járt .
2	Ha az adok-kapok hevében a Szövetség vezetői továbbra is ilyeneket mondanának , akkor ugye nem sok értelme olyasmiről beszélni , hogy jó lenne kiemelni a politikai beszédet a mocsárból vagy értelmes párbeszédet folytatni ?
2	Várható-e , hogy javul a Fidesz és a sajtó viszonya ?
6	Sok rossz tapasztalat , konfliktusokkal terhes tíz esztendő alakította ki a Fidesz viszonyát a sajtóval .
2	Ha az adok-kapok hevében a Szövetség vezetői továbbra is ilyeneket mondanának , akkor ugye nem sok értelme olyasmiről beszélni , hogy jó lenne kiemelni a politikai beszédet a mocsárból vagy értelmes párbeszédet folytatni ?
2	Mi ebben nagyon rosszul jártunk , az MSZP pedig jól járt .
3	Schröder azonban közel egyórás beszédében figyelmeztetett , hogy a késlekedéssel a gazdasági mutatók nem fognak javulni , és ez az öt éve ellenzékben ülő kereszténydemokratáknak fog szavazatokat hozni .
2	""" Amennyiben a párton belül továbbra is így folytatódnak a szociális reformokkal kapcsolatos viták , valaki másnak kell átvennie hivatalát "" - közölte Schröder a résztvevők szerint ."
2	""" Amennyiben a párton belül továbbra is így folytatódnak a szociális reformokkal kapcsolatos viták , valaki másnak kell átvennie hivatalát "" - közölte Schröder a résztvevők szerint ."
6	Schröder azonban közel egyórás beszédében figyelmeztetett , hogy a késlekedéssel a gazdasági mutatók nem fognak javulni , és ez az öt éve ellenzékben ülő kereszténydemokratáknak fog szavazatokat hozni .
7	Zoltán kitért arra , hogy a jelentés egy , adatvédelmi szempontból megfelelő változata az interneten hozzáférhető lesz .
3	A megbeszélés után Tokióban kiadott közlemény szerint a felek egyetértettek abban , hogy az észak-koreai atomfegyverek kifejlesztése komoly veszélyt jelent nemcsak a Koreai-félsziget , hanem egész Délkelet-Ázsia békéjére és stabilitására , valamint az atomsorompó-szerződésre is .
3	A megbeszélés után Tokióban kiadott közlemény szerint a felek egyetértettek abban , hogy az észak-koreai atomfegyverek kifejlesztése komoly veszélyt jelent nemcsak a Koreai-félsziget , hanem egész Délkelet-Ázsia békéjére és stabilitására , valamint az atomsorompó-szerződésre is .
5	A PSZÁF jóváhagyta a Forrás Rt. 4,6 millió , egyenként ezer forint névértékű , névre szóló , A sorozatú törzsrészvényének , 4 millió darab , szintén ezer forint névértékű , névre szóló , B sorozatú , szavazati jogot nem biztosító , osztalékelsőbbségi részvényének , illetve egy darab , C sorozatú , osztalékelsőbbséget biztosító , szavazati jogot kizáró elsőbbségi részvényének nyilvános értékesítéséhez készített tájékozutató és nyilvános ajánlat közzétételét .
7	A szlovák kormány tegnapi döntése értelmében a 2004 és 2006 között az autópálya-építésre szánt összegnek csak a 60 százalékát fordítják a Pozsonyt Zsolnával , Popráddal , Eperjessel és Kassával összekötő autópálya építésére , és a keret 40 százalékából egy dél-szlovákiai gyorsforgalmi út építését finanszírozzák .
7	A szlovák kormány tegnapi döntése értelmében a 2004 és 2006 között az autópálya-építésre szánt összegnek csak a 60 százalékát fordítják a Pozsonyt Zsolnával , Popráddal , Eperjessel és Kassával összekötő autópálya építésére , és a keret 40 százalékából egy dél-szlovákiai gyorsforgalmi út építését finanszírozzák .
7	Közép-Európában jórészt még mindig kis élelmiszerboltokban vásárol élelmiszert a lakosság , ám a hipermarketek népszerűsége fokozatosan nő - derül ki a GfK piackutató legújabb elemzéséből .
2	Horváth szerint az elnökség kérdése nem személyes ügy , hanem arról dönt : a romák visszazuhannak-e a sötét középkorban , ezért az Igazságügyi és a Belügyminisztériumhoz fordul jogi döntésért , valamint azt javasolja , hogy a döntésig az OCÖ függessze fel működését .
7	A kibővített elnökségi ülésen részt vevő Magyarországi Cigány Szervezetek Fóruma ( MCF ) és a Cigány Szervezetek Országos Szövetsége ( CSZOSZ ) jelenlévő 34 képviselője egyhangúlag megerősítette Kolompár Orbánt elnöki tisztségében .
5	Az eseményen újra leváltotta Horváth-ot elnöki tisztségéből a testület , amely egyben megerősítette a június 25-i rendkívüli közgyűlésen hozott határozatokat .
8	Horváth Aladár szerint ugyanis a június 25-én összehívott esemény törvénytelen volt , ezért az eltávolítását megerősítő határozat is törvénytelen .
2	Törvénytelen volt , és most is az Horváth Aladár és Jutasi György A márciusban megválasztott , ám egy hete , az OCÖ két frakciója által összehívott közgyűlésen leváltott Horváth pénteken bejelentette : továbbra is a kisebbségi önkormányzat elnökének tartja magát .
2	Horváth szerint az elnökség kérdése nem személyes ügy , hanem arról dönt : a romák visszazuhannak-e a sötét középkorban , ezért az Igazságügyi és a Belügyminisztériumhoz fordul jogi döntésért , valamint azt javasolja , hogy a döntésig az OCÖ függessze fel működését .
7	A kibővített elnökségi ülésen részt vevő Magyarországi Cigány Szervezetek Fóruma ( MCF ) és a Cigány Szervezetek Országos Szövetsége ( CSZOSZ ) jelenlévő 34 képviselője egyhangúlag megerősítette Kolompár Orbánt elnöki tisztségében .
1	Összefonódások Az Index azonban kiderítette , hogy a referenciákkal nem rendelkező vállalkozás több szálon köthető ahhoz a Németh János nevű üzletemberhez , akivel együtt utazott a manchesteri BL-döntőre Sári Lajos , a korábbi szakképzési helyettes államtitkár .
2	A később az Index birtokába került megállapodás szerint viszont - az OM-vezetők nyilatkozataitól eltérően - , ha az Idea Lab késik a teljesítési határidőkkel , a szerződés jogkövetkezmények nélkül felbontható .
7	Előzmények Elsőként az Index számolt be arról , hogy az Idea Lab Kft. idén áprilisban elnyerte a szakképzéssel kapcsolatos PR-feladatokat a Nemzeti Szakképzési Intézet nyílt közbeszerzési pályázatán , amelyen azonban ő volt az egyetlen induló .
1	Összefonódások Az Index azonban kiderítette , hogy a referenciákkal nem rendelkező vállalkozás több szálon köthető ahhoz a Németh János nevű üzletemberhez , akivel együtt utazott a manchesteri BL-döntőre Sári Lajos , a korábbi szakképzési helyettes államtitkár .
7	Az MNB központi kormányzattal szembeni követelése 33 milliárd forinttal nő , a tartozása pedig 196,9 milliárd forinttal csökkent .
1	Palesztin biztonsági források szerint a Ciszjordánia északi részén fekvő Dzsenín közelében lévő Burkin településen izraeli katonák súlyosan megsebesítettek egy palesztin nőt és egy férfit , miközben a Fatah egyik aktivistáját próbálták letartóztatni .
7	Mivel a Mol ajánlata 85 millió dollárral , vagyis mintegy húsz százalékkal magasabb az OMV-énél , elemzők szerint valószínűleg a magyar cég lesz a befutó .
6	"Tőzsdei szakértők szerint a társaság túl magas vételi árat ajánlott a horvát INA olajtársaság egy részének megvételére , ez rövid távon "" lenyomja "" a Mol árfolyamát ."
5	Ljubo Jurcic , a horvát kormány gazdasági minisztere szerdán , egy nappal a döntés előtt annyit közölt : a legmagasabb ár és az átláthatóság a legfontosabb számukra .
7	Mivel a Mol ajánlata 85 millió dollárral , vagyis mintegy húsz százalékkal magasabb az OMV-énél , elemzők szerint valószínűleg a magyar cég lesz a befutó .
2	"Gondnak nevezte , hogy hazája már számos külső hadszíntéren - a Balkánon , Afganisztánban , Elefántcsontparton , Kongóban - jelen van , de hozzátette : "" ezzel együtt nagyon is lehetséges 3000-5000 ember elküldése Irakba . """
5	Dubois megállapításai több mint hetvenötezer , az Európai Unió különböző országaiban élő felnőttekkel készített interjún alapulnak .
5	A kutatást vezető szociológus , Cecile Bourreau-Dubois szerint tudományos módszerekkel is kimutatható , hogy az elvált férfiak bankszámlája nagyobb megtakarítást mutat , mint a házasoké - közölte a BBC .
2	Stephens szerint a férfiak gyakran siránkoznak , amikor elválnak .
7	Nabíl Amr palesztin tájékoztatási miniszter jelentős haladásnak nevezte Saron ígéretét , amit izraeli részről is megerősítettek .
1	Monrovia határában és külvárosaiban ádáz harcok dúltak a hét végén az Egyesült Libériaiak a Megbékélésért és a Demokráciáért nevű fegyveres ellenzéki szervezet és a Charles Taylor elnökhöz hű kormánycsapatok között .
6	Zuhanó népszerűség Blair munkájával már csak a lakosság 37 százaléka elégedett , a Munkáspárt pedig már csak két százalékkal előzi meg a Konzervatív Pártot .
7	A társaság gyógyszerüzletága az egy évvel korábbi 41 millió euróról 99 millióra növelte profitját , a növekedést a Bristol-Myers Squibb licensze után gyártott cukorbetegek számára forgalmazott Glucophage értékesítése , illetve a svájci Pharma által a Prilosec értékesítése utáni jogdíjak növekedése vezette .
8	Az engedély feltétele , hogy P&G szabadverseny-védelmi megfontolásból értékesítse a Wella egyik hajápolási termékének licencét .
7	A P&G jelenleg már 80 százalék körüli Wella részesedéssel rendelkezik saját bevallása szerint .
8	Az engedély feltétele , hogy P&G szabadverseny-védelmi megfontolásból értékesítse a Wella egyik hajápolási termékének licencét .
6	A nemzeti kulturális örökség minisztere szerint a méltó megemlékezés különösen fontos olyan tragikus események évfordulóján , mint amilyen az 1944. augusztus 2-áról 3-ára virradó éjszaka volt , amikor Auschwitzban több mint 3 ezer cigány férfit , nőt és gyermeket gyilkoltak meg .
7	George Bush amerikai elnök május első napján kijelentette : Irakban véget értek a komoly harcok .
2	A határőrség azonban kapcsolatba lépett lett partnereivel , akik kiderítették , hogy a cső másik végénél Lettországban egy rejtett csap található , ahová gépkocsinyomok vezetnek .
2	A határőrség azonban kapcsolatba lépett lett partnereivel , akik kiderítették , hogy a cső másik végénél Lettországban egy rejtett csap található , ahová gépkocsinyomok vezetnek .
5	Az Európai Bizottság semmilyen formában nem kíván beavatkozni az euró bevezetéséről Svédországban tartandó népszavazás előtti kampányba - közölték csütörtökön az intézmény szóvivői .
5	Ez azonban a svéd nép ügye , amelyet Brüsszel sem információs kampánnyal , sem más konkrét módon nem kíván befolyásolni - mondták .
7	Ez utóbbiakat Görögország azóta teljesítette , így 2001. január 1-jén ott is bevezették a közös pénzt .
6	Az elmúlt napokban Róma és Berlin is a GDP második negyedévi csökkenéséről számolt be , de ezzel a franciák két szomszédja már technikai recesszióban van , mert Olaszországban és Németországban az első negyedévben is csökkent a GDP .
6	Az adat hidegzuhany , mert azt jelzi , hogy az egész eurózóna GDP-je valószínűleg 0,1 százalékkal zsugorodott a második negyedévben , noha az Eurostat a múlt héten még - a francia mutatók ismerete nélkül - stagnálást jelentett előzetes becslésében .
7	A német intézményi befektetőket a legjobban teljesítő európai tőzsdeindex , a DAX felfutásának köszönhetően egyelőre biztosan nem fenyegeti leépítési hullám - a tőzsdei hegymenet több , a lejtmenet kevesebb közgazdászt bír el - , ami meg is látszik azon , hogy a ZEW e körben havonta elkészített bizalmi indexe a júliusi 41,9-ről augusztusban 52,5 pontra ugrott , így jócskán meghaladta a 47 pontos piaci konszenzust .
6	Az elmúlt napokban Róma és Berlin is a GDP második negyedévi csökkenéséről számolt be , de ezzel a franciák két szomszédja már technikai recesszióban van , mert Olaszországban és Németországban az első negyedévben is csökkent a GDP .
6	Aránytalanul alacsony ugyanis a Kínába irányuló magyar export .
7	Háromnapos munkalátogatásra indul Kínába augusztus 27-én Medgyessy Péter .
5	A Nobel-díjas író Sorstalanság , Kaddis a meg nem született gyermekért és A kudarc című könyveit adják ki .
6	Aránytalanul alacsony ugyanis a Kínába irányuló magyar export .
2	Kína egyszerű szakadár tartománynak tartja Tajvant , tiltakozik az országgal létesített diplomáciai kapcsolatok ellen .
4	Medgyessy jelenlétében avatják fel egy pekingi múzeumban Petőfi mellszobrát .
6	1934 óta nem kapják Az utódok - az Acosta család - 1934-ig rendszeresen kapták is a juttatást , a mexikói kormány attól kezdve azonban nem volt hajlandó fizetni .
7	' Eddig mindenki fizetett ' Acosta szerint kormány - és rendszerváltásoktól függetlenül családjának továbbra is joga van a jövedelemre , hiszen a királyi ígéret továbbra is érvényes .
6	1934 óta nem kapják Az utódok - az Acosta család - 1934-ig rendszeresen kapták is a juttatást , a mexikói kormány attól kezdve azonban nem volt hajlandó fizetni .
6	Britain in Europe - a tönk szélén A Britain in Europe nevű , proeuró-kampányt folytató szervezet a tönk szélén áll .
6	A mielőbbi brit euró-népszavazás esélyeit a David Kelly halála miatti vizsgálat tovább rontja , ráadásul az euró mellett kampányolók táborában fejetlenség uralkodik .
6	Britain in Europe - a tönk szélén A Britain in Europe nevű , proeuró-kampányt folytató szervezet a tönk szélén áll .
6	A mielőbbi brit euró-népszavazás esélyeit a David Kelly halála miatti vizsgálat tovább rontja , ráadásul az euró mellett kampányolók táborában fejetlenség uralkodik .
2	"Az MTI szerint az MSZP parlamenti képviselőcsoportja szerint is "" elfogadhatatlan "" , hogy a Fővárosi Főügyészség megszüntette a Happy End Kft. és a Mert 2000 Rt. vezetője , illetve az Országimázs Központ osztályvezetője ellen indult eljárást - közölte hétfőn Budapesten újságírókkal Dávid Gyula ."
7	Mégsem ejtették tévedésbe A főügyészség álláspontja szerint a nyomozás során feltárt adatok alapján megállapítható , hogy a Mert 2000 Rt. , illetve annak vezetője , Tüske Szabolcs a kiadványokkal kapcsolatban kimutatható és számon kérhető munkát végzett , melynek produktuma megfelelt az alvállalkozói szerződés rendelkezéseinek .
2	"Az MTI szerint az MSZP parlamenti képviselőcsoportja szerint is "" elfogadhatatlan "" , hogy a Fővárosi Főügyészség megszüntette a Happy End Kft. és a Mert 2000 Rt. vezetője , illetve az Országimázs Központ osztályvezetője ellen indult eljárást - közölte hétfőn Budapesten újságírókkal Dávid Gyula ."
2	"Az Index úgy tudja , hogy a párt az következő napokban több millió szórólapon igyekszik majd "" magyarázni a bizonyítványt "" ."
7	A kormány is önreklámba kezd A kormány intézkedéseit fogja népszerűsíteni hamarosan a Kormányzati kommunikációs Központ is ( KKK ) .
6	Révész Máriusz szavai szerint egyre többen érzik , hogy miközben az Orbán-kormány alatt gyarapodott az ország , most a Medgyessy-kabinet tevékenysége következtében az emberekre elszegényedés vár .
2	""" A Fidesz és politikusai hazudnak ."
2	"Az Index úgy tudja , hogy a párt az következő napokban több millió szórólapon igyekszik majd "" magyarázni a bizonyítványt "" ."
7	A kormány is önreklámba kezd A kormány intézkedéseit fogja népszerűsíteni hamarosan a Kormányzati kommunikációs Központ is ( KKK ) .
7	Hozzáteszik , hogy Magyarország főbb kereskedelmi partnereinek GDP-növekedése is lassult , sőt egyes országokban negatívba fordult , így nemzetközi összehasonlításban továbbra is magasnak számít a magyar gazdasági növekedés .
8	Cáfolta az Anna Lindh külügyminiszter gyilkosának elfogásáról szóló híreket a svéd rendőrség - jelentette az AP .
8	Cáfolta az Anna Lindh külügyminiszter gyilkosának elfogásáról szóló híreket a svéd rendőrség - jelentette az AP .
7	Jövőre 8 százalékos bruttó béremelés mellett a gyermektelen , alacsony jövedelmű alkalmazottak reáljövedelme 0,8 százalékkal csökken , míg az idén bruttó 3 milliós éves keresethez jutó , gyermektelen , illetve egygyermekes alkalmazottak 2,8 százalékos javulást érezhetnek - ezek a szélsőértékek szerepelnek a Pénzügyminisztérium elemzésében .
